"activity_type" "subject" "domain" "detector" "operation" "mean"
"WALKING_DOWNSTAIRS" 4 "time" "BodyAccJerkMag" "std" -0.216858921977778
"WALKING_UPSTAIRS" 4 "time" "BodyAccJerkMag" "std" -0.437261477884615
"LAYING" 5 "time" "BodyAccJerkMag" "std" -0.977477145384615
"SITTING" 5 "time" "BodyAccJerkMag" "std" -0.965757731590909
"STANDING" 5 "time" "BodyAccJerkMag" "std" -0.942962047678571
"WALKING" 5 "time" "BodyAccJerkMag" "std" -0.282242276785714
"WALKING_DOWNSTAIRS" 5 "time" "BodyAccJerkMag" "std" -0.0292570509829787
"WALKING_UPSTAIRS" 5 "time" "BodyAccJerkMag" "std" -0.310186545957447
"LAYING" 6 "time" "BodyAccJerkMag" "std" -0.950341934385965
"SITTING" 6 "time" "BodyAccJerkMag" "std" -0.948181827818182
"STANDING" 6 "time" "BodyAccJerkMag" "std" -0.956099145964912
"WALKING" 6 "time" "BodyAccJerkMag" "std" -0.0706029648421053
"WALKING_DOWNSTAIRS" 6 "time" "BodyAccJerkMag" "std" 0.209502174375
"WALKING_UPSTAIRS" 6 "time" "BodyAccJerkMag" "std" -0.169970363039216
"LAYING" 7 "time" "BodyAccJerkMag" "std" -0.967310932307692
"SITTING" 7 "time" "BodyAccJerkMag" "std" -0.970243274166667
"STANDING" 7 "time" "BodyAccJerkMag" "std" -0.968566356037736
"WALKING" 7 "time" "BodyAccJerkMag" "std" -0.027557329277193
"WALKING_DOWNSTAIRS" 7 "time" "BodyAccJerkMag" "std" 0.0901836280510638
"WALKING_UPSTAIRS" 7 "time" "BodyAccJerkMag" "std" -0.471265710980392
"LAYING" 8 "time" "BodyAccJerkMag" "std" -0.962954517222222
"SITTING" 8 "time" "BodyAccJerkMag" "std" -0.980667377391304
"STANDING" 8 "time" "BodyAccJerkMag" "std" -0.979932239074074
"WALKING" 8 "time" "BodyAccJerkMag" "std" -0.184571053979167
"WALKING_DOWNSTAIRS" 8 "time" "BodyAccJerkMag" "std" 0.2534082561
"WALKING_UPSTAIRS" 8 "time" "BodyAccJerkMag" "std" -0.228296364146341
"LAYING" 9 "time" "BodyAccJerkMag" "std" -0.9550268052
"SITTING" 9 "time" "BodyAccJerkMag" "std" -0.9517802432
"STANDING" 9 "time" "BodyAccJerkMag" "std" -0.963764177777778
"WALKING" 9 "time" "BodyAccJerkMag" "std" -0.317113487115385
"WALKING_DOWNSTAIRS" 9 "time" "BodyAccJerkMag" "std" 0.039907818552381
"WALKING_UPSTAIRS" 9 "time" "BodyAccJerkMag" "std" -0.445485397959184
"LAYING" 10 "time" "BodyAccJerkMag" "std" -0.967556980689655
"SITTING" 10 "time" "BodyAccJerkMag" "std" -0.985209856296296
"STANDING" 10 "time" "BodyAccJerkMag" "std" -0.952058214545455
"WALKING" 10 "time" "BodyAccJerkMag" "std" 0.037608338009434
"WALKING_DOWNSTAIRS" 10 "time" "BodyAccJerkMag" "std" 0.110877231263158
"WALKING_UPSTAIRS" 10 "time" "BodyAccJerkMag" "std" -0.226010197889362
"LAYING" 11 "time" "BodyAccJerkMag" "std" -0.976504858596491
"SITTING" 11 "time" "BodyAccJerkMag" "std" -0.974511726792453
"STANDING" 11 "time" "BodyAccJerkMag" "std" -0.988853960638298
"WALKING" 11 "time" "BodyAccJerkMag" "std" -0.403141284745763
"WALKING_DOWNSTAIRS" 11 "time" "BodyAccJerkMag" "std" -0.127017223413043
"WALKING_UPSTAIRS" 11 "time" "BodyAccJerkMag" "std" -0.490485807222222
"LAYING" 12 "time" "BodyAccJerkMag" "std" -0.962580915166667
"SITTING" 12 "time" "BodyAccJerkMag" "std" -0.972745892745098
"STANDING" 12 "time" "BodyAccJerkMag" "std" -0.962678857213115
"WALKING" 12 "time" "BodyAccJerkMag" "std" -0.02028505044
"WALKING_DOWNSTAIRS" 12 "time" "BodyAccJerkMag" "std" 0.0655781271934783
"WALKING_UPSTAIRS" 12 "time" "BodyAccJerkMag" "std" -0.329827968269231
"LAYING" 13 "time" "BodyAccJerkMag" "std" -0.980066243387097
"SITTING" 13 "time" "BodyAccJerkMag" "std" -0.988813098163265
"STANDING" 13 "time" "BodyAccJerkMag" "std" -0.981865616666667
"WALKING" 13 "time" "BodyAccJerkMag" "std" -0.131788528797719
"WALKING_DOWNSTAIRS" 13 "time" "BodyAccJerkMag" "std" -0.0433959844
"WALKING_UPSTAIRS" 13 "time" "BodyAccJerkMag" "std" -0.451225931090909
"LAYING" 14 "time" "BodyAccJerkMag" "std" -0.966450909019608
"SITTING" 14 "time" "BodyAccJerkMag" "std" -0.973343388888889
"STANDING" 14 "time" "BodyAccJerkMag" "std" -0.970437182833333
"WALKING" 14 "time" "BodyAccJerkMag" "std" -0.439746918474576
"WALKING_DOWNSTAIRS" 14 "time" "BodyAccJerkMag" "std" 0.194708838913556
"WALKING_UPSTAIRS" 14 "time" "BodyAccJerkMag" "std" -0.337086266574074
"LAYING" 15 "time" "BodyAccJerkMag" "std" -0.973644462777778
"SITTING" 15 "time" "BodyAccJerkMag" "std" -0.984639018474576
"STANDING" 15 "time" "BodyAccJerkMag" "std" -0.979994800566038
"WALKING" 15 "time" "BodyAccJerkMag" "std" -0.310071425166667
"WALKING_DOWNSTAIRS" 15 "time" "BodyAccJerkMag" "std" 0.159631710516667
"WALKING_UPSTAIRS" 15 "time" "BodyAccJerkMag" "std" -0.313363553125
"LAYING" 16 "time" "BodyAccJerkMag" "std" -0.987891003571429
"SITTING" 16 "time" "BodyAccJerkMag" "std" -0.983615334057971
"STANDING" 16 "time" "BodyAccJerkMag" "std" -0.986761550641026
"WALKING" 16 "time" "BodyAccJerkMag" "std" -0.403386563921569
"WALKING_DOWNSTAIRS" 16 "time" "BodyAccJerkMag" "std" -0.0783498875595745
"WALKING_UPSTAIRS" 16 "time" "BodyAccJerkMag" "std" -0.493067129607843
"LAYING" 17 "time" "BodyAccJerkMag" "std" -0.980126745352113
"SITTING" 17 "time" "BodyAccJerkMag" "std" -0.99144649921875
"STANDING" 17 "time" "BodyAccJerkMag" "std" -0.990363248205128
"WALKING" 17 "time" "BodyAccJerkMag" "std" -0.275672786229508
"WALKING_DOWNSTAIRS" 17 "time" "BodyAccJerkMag" "std" -0.206576683876087
"WALKING_UPSTAIRS" 17 "time" "BodyAccJerkMag" "std" -0.390912450416667
"LAYING" 18 "time" "BodyAccJerkMag" "std" -0.989526277538462
"SITTING" 18 "time" "BodyAccJerkMag" "std" -0.991159350526316
"STANDING" 18 "time" "BodyAccJerkMag" "std" -0.986015285890411
"WALKING" 18 "time" "BodyAccJerkMag" "std" -0.42541866125
"WALKING_DOWNSTAIRS" 18 "time" "BodyAccJerkMag" "std" -0.3825173332
"WALKING_UPSTAIRS" 18 "time" "BodyAccJerkMag" "std" -0.579330320344828
"LAYING" 19 "time" "BodyAccJerkMag" "std" -0.980668287831325
"SITTING" 19 "time" "BodyAccJerkMag" "std" -0.984205184931507
"STANDING" 19 "time" "BodyAccJerkMag" "std" -0.979640838082192
"WALKING" 19 "time" "BodyAccJerkMag" "std" 0.0356558788076923
"WALKING_DOWNSTAIRS" 19 "time" "BodyAccJerkMag" "std" 0.450612065720513
"WALKING_UPSTAIRS" 19 "time" "BodyAccJerkMag" "std" -0.284060693125
"LAYING" 20 "time" "BodyAccJerkMag" "std" -0.980161687058824
"SITTING" 20 "time" "BodyAccJerkMag" "std" -0.972537871515151
"STANDING" 20 "time" "BodyAccJerkMag" "std" -0.938454372328767
"WALKING" 20 "time" "BodyAccJerkMag" "std" 0.0210765716843137
"WALKING_DOWNSTAIRS" 20 "time" "BodyAccJerkMag" "std" 0.0467185842571111
"WALKING_UPSTAIRS" 20 "time" "BodyAccJerkMag" "std" -0.239444370019608
"LAYING" 21 "time" "BodyAccJerkMag" "std" -0.978552618777778
"SITTING" 21 "time" "BodyAccJerkMag" "std" -0.986520865058824
"STANDING" 21 "time" "BodyAccJerkMag" "std" -0.97160651494382
"WALKING" 21 "time" "BodyAccJerkMag" "std" -0.0838487968942308
"WALKING_DOWNSTAIRS" 21 "time" "BodyAccJerkMag" "std" 0.0952339404955556
"WALKING_UPSTAIRS" 21 "time" "BodyAccJerkMag" "std" -0.404183875893617
"LAYING" 22 "time" "BodyAccJerkMag" "std" -0.959849821805556
"SITTING" 22 "time" "BodyAccJerkMag" "std" -0.968576776774194
"STANDING" 22 "time" "BodyAccJerkMag" "std" -0.958825095396825
"WALKING" 22 "time" "BodyAccJerkMag" "std" 0.111532924945652
"WALKING_DOWNSTAIRS" 22 "time" "BodyAccJerkMag" "std" -0.0337640982530556
"WALKING_UPSTAIRS" 22 "time" "BodyAccJerkMag" "std" -0.0876501605595238
"LAYING" 23 "time" "BodyAccJerkMag" "std" -0.986685651527778
"SITTING" 23 "time" "BodyAccJerkMag" "std" -0.973668776323529
"STANDING" 23 "time" "BodyAccJerkMag" "std" -0.974811528235294
"WALKING" 23 "time" "BodyAccJerkMag" "std" -0.0268194363050847
"WALKING_DOWNSTAIRS" 23 "time" "BodyAccJerkMag" "std" 0.292087200087037
"WALKING_UPSTAIRS" 23 "time" "BodyAccJerkMag" "std" -0.362708849411765
"LAYING" 24 "time" "BodyAccJerkMag" "std" -0.983605927361111
"SITTING" 24 "time" "BodyAccJerkMag" "std" -0.985418456176471
"STANDING" 24 "time" "BodyAccJerkMag" "std" -0.973108343043478
"WALKING" 24 "time" "BodyAccJerkMag" "std" -0.409824562586207
"WALKING_DOWNSTAIRS" 24 "time" "BodyAccJerkMag" "std" -0.143501970018182
"WALKING_UPSTAIRS" 24 "time" "BodyAccJerkMag" "std" -0.441068689830508
"LAYING" 25 "time" "BodyAccJerkMag" "std" -0.961931605342466
"SITTING" 25 "time" "BodyAccJerkMag" "std" -0.988311804923077
"STANDING" 25 "time" "BodyAccJerkMag" "std" -0.982637080945946
"WALKING" 25 "time" "BodyAccJerkMag" "std" -0.542870062567568
"WALKING_DOWNSTAIRS" 25 "time" "BodyAccJerkMag" "std" -0.482976929827586
"WALKING_UPSTAIRS" 25 "time" "BodyAccJerkMag" "std" -0.674513059846154
"LAYING" 26 "time" "BodyAccJerkMag" "std" -0.989101949473684
"SITTING" 26 "time" "BodyAccJerkMag" "std" -0.989986111666667
"STANDING" 26 "time" "BodyAccJerkMag" "std" -0.982626252972973
"WALKING" 26 "time" "BodyAccJerkMag" "std" -0.279350754237288
"WALKING_DOWNSTAIRS" 26 "time" "BodyAccJerkMag" "std" -0.111303956316
"WALKING_UPSTAIRS" 26 "time" "BodyAccJerkMag" "std" -0.334531344727273
"LAYING" 27 "time" "BodyAccJerkMag" "std" -0.988586771351351
"SITTING" 27 "time" "BodyAccJerkMag" "std" -0.989200539571429
"STANDING" 27 "time" "BodyAccJerkMag" "std" -0.98415908975
"WALKING" 27 "time" "BodyAccJerkMag" "std" -0.266138940350877
"WALKING_DOWNSTAIRS" 27 "time" "BodyAccJerkMag" "std" -0.0386367422818182
"WALKING_UPSTAIRS" 27 "time" "BodyAccJerkMag" "std" -0.464610567058824
"LAYING" 28 "time" "BodyAccJerkMag" "std" -0.973312647875
"SITTING" 28 "time" "BodyAccJerkMag" "std" -0.970301646111111
"STANDING" 28 "time" "BodyAccJerkMag" "std" -0.954068391518987
"WALKING" 28 "time" "BodyAccJerkMag" "std" -0.390449724259259
"WALKING_DOWNSTAIRS" 28 "time" "BodyAccJerkMag" "std" -0.0418872609934783
"WALKING_UPSTAIRS" 28 "time" "BodyAccJerkMag" "std" -0.325362338235294
"LAYING" 29 "time" "BodyAccJerkMag" "std" -0.994646916811594
"SITTING" 29 "time" "BodyAccJerkMag" "std" -0.990531729333333
"STANDING" 29 "time" "BodyAccJerkMag" "std" -0.990495689538462
"WALKING" 29 "time" "BodyAccJerkMag" "std" -0.133036273622642
"WALKING_DOWNSTAIRS" 29 "time" "BodyAccJerkMag" "std" -0.0307693372041667
"WALKING_UPSTAIRS" 29 "time" "BodyAccJerkMag" "std" -0.254485176020408
"LAYING" 30 "time" "BodyAccJerkMag" "std" -0.969642290285714
"SITTING" 30 "time" "BodyAccJerkMag" "std" -0.98605764
"STANDING" 30 "time" "BodyAccJerkMag" "std" -0.950762271186441
"WALKING" 30 "time" "BodyAccJerkMag" "std" -0.353751020923077
"WALKING_DOWNSTAIRS" 30 "time" "BodyAccJerkMag" "std" -0.125283184512903
"WALKING_UPSTAIRS" 30 "time" "BodyAccJerkMag" "std" -0.561837706461538
"LAYING" 1 "time" "BodyGyroMag" "std" -0.81901016976
"SITTING" 1 "time" "BodyGyroMag" "std" -0.934531840425532
"STANDING" 1 "time" "BodyGyroMag" "std" -0.978690028679245
"WALKING" 1 "time" "BodyGyroMag" "std" -0.186978364526316
"WALKING_DOWNSTAIRS" 1 "time" "BodyGyroMag" "std" -0.225724368061224
"WALKING_UPSTAIRS" 1 "time" "BodyGyroMag" "std" -0.14861931805283
"LAYING" 2 "time" "BodyGyroMag" "std" -0.961164053958333
"SITTING" 2 "time" "BodyGyroMag" "std" -0.961313624130435
"STANDING" 2 "time" "BodyGyroMag" "std" -0.95394338037037
"WALKING" 2 "time" "BodyGyroMag" "std" -0.553019916271186
"WALKING_DOWNSTAIRS" 2 "time" "BodyGyroMag" "std" -0.274844110531915
"WALKING_UPSTAIRS" 2 "time" "BodyGyroMag" "std" -0.377532167604167
"LAYING" 3 "time" "BodyGyroMag" "std" -0.954275110967742
"SITTING" 3 "time" "BodyGyroMag" "std" -0.925518103807692
"STANDING" 3 "time" "BodyGyroMag" "std" -0.88212522147541
"WALKING" 3 "time" "BodyGyroMag" "std" -0.561510683275862
"WALKING_DOWNSTAIRS" 3 "time" "BodyGyroMag" "std" -0.245794699346939
"WALKING_UPSTAIRS" 3 "time" "BodyGyroMag" "std" -0.408886653186441
"LAYING" 4 "time" "BodyGyroMag" "std" -0.947031781666667
"SITTING" 4 "time" "BodyGyroMag" "std" -0.928898293
"STANDING" 4 "time" "BodyGyroMag" "std" -0.885144317678571
"WALKING" 4 "time" "BodyGyroMag" "std" -0.553116111166667
"WALKING_DOWNSTAIRS" 4 "time" "BodyGyroMag" "std" -0.3805726254
"WALKING_UPSTAIRS" 4 "time" "BodyGyroMag" "std" -0.510974134423077
"LAYING" 5 "time" "BodyGyroMag" "std" -0.958287921923077
"SITTING" 5 "time" "BodyGyroMag" "std" -0.931414810454545
"STANDING" 5 "time" "BodyGyroMag" "std" -0.867041711785714
"WALKING" 5 "time" "BodyGyroMag" "std" -0.492176823571429
"WALKING_DOWNSTAIRS" 5 "time" "BodyGyroMag" "std" -0.360678305253192
"WALKING_UPSTAIRS" 5 "time" "BodyGyroMag" "std" -0.354687870212766
"LAYING" 6 "time" "BodyGyroMag" "std" -0.920914497017544
"SITTING" 6 "time" "BodyGyroMag" "std" -0.921259472727273
"STANDING" 6 "time" "BodyGyroMag" "std" -0.915891572982456
"WALKING" 6 "time" "BodyGyroMag" "std" -0.36560291677193
"WALKING_DOWNSTAIRS" 6 "time" "BodyGyroMag" "std" -0.0426276750979167
"WALKING_UPSTAIRS" 6 "time" "BodyGyroMag" "std" -0.199893710196078
"LAYING" 7 "time" "BodyGyroMag" "std" -0.918662459038462
"SITTING" 7 "time" "BodyGyroMag" "std" -0.898063314375
"STANDING" 7 "time" "BodyGyroMag" "std" -0.918438958867924
"WALKING" 7 "time" "BodyGyroMag" "std" -0.19828316695614
"WALKING_DOWNSTAIRS" 7 "time" "BodyGyroMag" "std" -0.259751603446809
"WALKING_UPSTAIRS" 7 "time" "BodyGyroMag" "std" -0.418144852156863
"LAYING" 8 "time" "BodyGyroMag" "std" -0.932470764444444
"SITTING" 8 "time" "BodyGyroMag" "std" -0.953001632173913
"STANDING" 8 "time" "BodyGyroMag" "std" -0.95322478962963
"WALKING" 8 "time" "BodyGyroMag" "std" -0.238746703958333
"WALKING_DOWNSTAIRS" 8 "time" "BodyGyroMag" "std" -0.0466291872078947
"WALKING_UPSTAIRS" 8 "time" "BodyGyroMag" "std" -0.109327923829268
"LAYING" 9 "time" "BodyGyroMag" "std" -0.8985578738
"SITTING" 9 "time" "BodyGyroMag" "std" -0.9066063206
"STANDING" 9 "time" "BodyGyroMag" "std" -0.908291403111111
"WALKING" 9 "time" "BodyGyroMag" "std" -0.489725811538462
"WALKING_DOWNSTAIRS" 9 "time" "BodyGyroMag" "std" -0.322331464761905
"WALKING_UPSTAIRS" 9 "time" "BodyGyroMag" "std" -0.425839761428571
"LAYING" 10 "time" "BodyGyroMag" "std" -0.927471165517241
"SITTING" 10 "time" "BodyGyroMag" "std" -0.963064577592593
"STANDING" 10 "time" "BodyGyroMag" "std" -0.920486810227273
"WALKING" 10 "time" "BodyGyroMag" "std" -0.402025135660377
"WALKING_DOWNSTAIRS" 10 "time" "BodyGyroMag" "std" -0.280382850552632
"WALKING_UPSTAIRS" 10 "time" "BodyGyroMag" "std" -0.113062673542979
"LAYING" 11 "time" "BodyGyroMag" "std" -0.954713182807018
"SITTING" 11 "time" "BodyGyroMag" "std" -0.959964488301887
"STANDING" 11 "time" "BodyGyroMag" "std" -0.977071437446808
"WALKING" 11 "time" "BodyGyroMag" "std" -0.558362783220339
"WALKING_DOWNSTAIRS" 11 "time" "BodyGyroMag" "std" -0.339349828493478
"WALKING_UPSTAIRS" 11 "time" "BodyGyroMag" "std" -0.377909862407407
"LAYING" 12 "time" "BodyGyroMag" "std" -0.935725715833333
"SITTING" 12 "time" "BodyGyroMag" "std" -0.946769241568627
"STANDING" 12 "time" "BodyGyroMag" "std" -0.852271618032787
"WALKING" 12 "time" "BodyGyroMag" "std" -0.4132083408
"WALKING_DOWNSTAIRS" 12 "time" "BodyGyroMag" "std" -0.32045862629
"WALKING_UPSTAIRS" 12 "time" "BodyGyroMag" "std" -0.525686949063462
"LAYING" 13 "time" "BodyGyroMag" "std" -0.944687480967742
"SITTING" 13 "time" "BodyGyroMag" "std" -0.963940591428571
"STANDING" 13 "time" "BodyGyroMag" "std" -0.944980198421053
"WALKING" 13 "time" "BodyGyroMag" "std" -0.253240071964912
"WALKING_DOWNSTAIRS" 13 "time" "BodyGyroMag" "std" -0.236762631468085
"WALKING_UPSTAIRS" 13 "time" "BodyGyroMag" "std" -0.415658606181818
"LAYING" 14 "time" "BodyGyroMag" "std" -0.913433185882353
"SITTING" 14 "time" "BodyGyroMag" "std" -0.947081158333333
"STANDING" 14 "time" "BodyGyroMag" "std" -0.931426203833333
"WALKING" 14 "time" "BodyGyroMag" "std" -0.201401930542373
"WALKING_DOWNSTAIRS" 14 "time" "BodyGyroMag" "std" -0.0665144570666667
"WALKING_UPSTAIRS" 14 "time" "BodyGyroMag" "std" 0.299975979851852
"LAYING" 15 "time" "BodyGyroMag" "std" -0.924043007638889
"SITTING" 15 "time" "BodyGyroMag" "std" -0.963475074915254
"STANDING" 15 "time" "BodyGyroMag" "std" -0.931286778679245
"WALKING" 15 "time" "BodyGyroMag" "std" -0.425798469148148
"WALKING_DOWNSTAIRS" 15 "time" "BodyGyroMag" "std" -0.284249712071429
"WALKING_UPSTAIRS" 15 "time" "BodyGyroMag" "std" -0.288429008639583
"LAYING" 16 "time" "BodyGyroMag" "std" -0.959020036285714
"SITTING" 16 "time" "BodyGyroMag" "std" -0.937942404637681
"STANDING" 16 "time" "BodyGyroMag" "std" -0.964105768461539
"WALKING" 16 "time" "BodyGyroMag" "std" -0.665078404313725
"WALKING_DOWNSTAIRS" 16 "time" "BodyGyroMag" "std" -0.422315316808511
"WALKING_UPSTAIRS" 16 "time" "BodyGyroMag" "std" -0.518189646470588
"LAYING" 17 "time" "BodyGyroMag" "std" -0.959325498732394
"SITTING" 17 "time" "BodyGyroMag" "std" -0.97541025484375
"STANDING" 17 "time" "BodyGyroMag" "std" -0.977680837435897
"WALKING" 17 "time" "BodyGyroMag" "std" -0.522494763606557
"WALKING_DOWNSTAIRS" 17 "time" "BodyGyroMag" "std" -0.352687281086957
"WALKING_UPSTAIRS" 17 "time" "BodyGyroMag" "std" -0.440837260125
"LAYING" 18 "time" "BodyGyroMag" "std" -0.980560877846154
"SITTING" 18 "time" "BodyGyroMag" "std" -0.981372675614035
"STANDING" 18 "time" "BodyGyroMag" "std" -0.959797118082192
"WALKING" 18 "time" "BodyGyroMag" "std" -0.60851009125
"WALKING_DOWNSTAIRS" 18 "time" "BodyGyroMag" "std" -0.507995478327273
"WALKING_UPSTAIRS" 18 "time" "BodyGyroMag" "std" -0.528058134137931
"LAYING" 19 "time" "BodyGyroMag" "std" -0.955906646506024
"SITTING" 19 "time" "BodyGyroMag" "std" -0.950491807945205
"STANDING" 19 "time" "BodyGyroMag" "std" -0.937951031506849
"WALKING" 19 "time" "BodyGyroMag" "std" -0.0218463165461538
"WALKING_DOWNSTAIRS" 19 "time" "BodyGyroMag" "std" 0.237821231894872
"WALKING_UPSTAIRS" 19 "time" "BodyGyroMag" "std" -0.26440144275
"LAYING" 20 "time" "BodyGyroMag" "std" -0.962153597941176
"SITTING" 20 "time" "BodyGyroMag" "std" -0.941069909848485
"STANDING" 20 "time" "BodyGyroMag" "std" -0.843683410273973
"WALKING" 20 "time" "BodyGyroMag" "std" -0.0367853189588235
"WALKING_DOWNSTAIRS" 20 "time" "BodyGyroMag" "std" -0.0305762438706667
"WALKING_UPSTAIRS" 20 "time" "BodyGyroMag" "std" -0.253929985803922
"LAYING" 21 "time" "BodyGyroMag" "std" -0.949289148
"SITTING" 21 "time" "BodyGyroMag" "std" -0.971225061647059
"STANDING" 21 "time" "BodyGyroMag" "std" -0.945614401797753
"WALKING" 21 "time" "BodyGyroMag" "std" -0.408304434423077
"WALKING_DOWNSTAIRS" 21 "time" "BodyGyroMag" "std" -0.388420328666667
"WALKING_UPSTAIRS" 21 "time" "BodyGyroMag" "std" -0.420236002514894
"LAYING" 22 "time" "BodyGyroMag" "std" -0.923911565972222
"SITTING" 22 "time" "BodyGyroMag" "std" -0.933268487096774
"STANDING" 22 "time" "BodyGyroMag" "std" -0.900776555555556
"WALKING" 22 "time" "BodyGyroMag" "std" -0.390775683913043
"WALKING_DOWNSTAIRS" 22 "time" "BodyGyroMag" "std" -0.263921983758333
"WALKING_UPSTAIRS" 22 "time" "BodyGyroMag" "std" -0.2025581772
"LAYING" 23 "time" "BodyGyroMag" "std" -0.957227585972222
"SITTING" 23 "time" "BodyGyroMag" "std" -0.937006097352941
"STANDING" 23 "time" "BodyGyroMag" "std" -0.923796565588235
"WALKING" 23 "time" "BodyGyroMag" "std" 0.163346451623729
"WALKING_DOWNSTAIRS" 23 "time" "BodyGyroMag" "std" 0.0539972903222222
"WALKING_UPSTAIRS" 23 "time" "BodyGyroMag" "std" -0.366732989313725
"LAYING" 24 "time" "BodyGyroMag" "std" -0.957829934722222
"SITTING" 24 "time" "BodyGyroMag" "std" -0.969257162647059
"STANDING" 24 "time" "BodyGyroMag" "std" -0.95310477884058
"WALKING" 24 "time" "BodyGyroMag" "std" -0.563863212586207
"WALKING_DOWNSTAIRS" 24 "time" "BodyGyroMag" "std" -0.3636948774
"WALKING_UPSTAIRS" 24 "time" "BodyGyroMag" "std" -0.503929060169492
"LAYING" 25 "time" "BodyGyroMag" "std" -0.856017369726027
"SITTING" 25 "time" "BodyGyroMag" "std" -0.970639125692308
"STANDING" 25 "time" "BodyGyroMag" "std" -0.959884274324324
"WALKING" 25 "time" "BodyGyroMag" "std" -0.489809386081081
"WALKING_DOWNSTAIRS" 25 "time" "BodyGyroMag" "std" -0.38216092137931
"WALKING_UPSTAIRS" 25 "time" "BodyGyroMag" "std" -0.387754116158462
"LAYING" 26 "time" "BodyGyroMag" "std" -0.965676821973684
"SITTING" 26 "time" "BodyGyroMag" "std" -0.964742022307692
"STANDING" 26 "time" "BodyGyroMag" "std" -0.962653585540541
"WALKING" 26 "time" "BodyGyroMag" "std" -0.538329286101695
"WALKING_DOWNSTAIRS" 26 "time" "BodyGyroMag" "std" -0.296158291686
"WALKING_UPSTAIRS" 26 "time" "BodyGyroMag" "std" -0.514032410181818
"LAYING" 27 "time" "BodyGyroMag" "std" -0.971915732837838
"SITTING" 27 "time" "BodyGyroMag" "std" -0.970782132714286
"STANDING" 27 "time" "BodyGyroMag" "std" -0.965693334
"WALKING" 27 "time" "BodyGyroMag" "std" -0.482452355789474
"WALKING_DOWNSTAIRS" 27 "time" "BodyGyroMag" "std" -0.307952089840909
"WALKING_UPSTAIRS" 27 "time" "BodyGyroMag" "std" -0.501775426447059
"LAYING" 28 "time" "BodyGyroMag" "std" -0.928940913375
"SITTING" 28 "time" "BodyGyroMag" "std" -0.951065984027778
"STANDING" 28 "time" "BodyGyroMag" "std" -0.876917545696203
"WALKING" 28 "time" "BodyGyroMag" "std" -0.460511661296296
"WALKING_DOWNSTAIRS" 28 "time" "BodyGyroMag" "std" -0.22448414468913
"WALKING_UPSTAIRS" 28 "time" "BodyGyroMag" "std" -0.476923344705882
"LAYING" 29 "time" "BodyGyroMag" "std" -0.977040093043478
"SITTING" 29 "time" "BodyGyroMag" "std" -0.971578024666667
"STANDING" 29 "time" "BodyGyroMag" "std" -0.975358665384615
"WALKING" 29 "time" "BodyGyroMag" "std" -0.358814096603774
"WALKING_DOWNSTAIRS" 29 "time" "BodyGyroMag" "std" -0.26740979843125
"WALKING_UPSTAIRS" 29 "time" "BodyGyroMag" "std" -0.0800476153673469
"LAYING" 30 "time" "BodyGyroMag" "std" -0.951264441
"SITTING" 30 "time" "BodyGyroMag" "std" -0.960641288225806
"STANDING" 30 "time" "BodyGyroMag" "std" -0.887247636779661
"WALKING" 30 "time" "BodyGyroMag" "std" -0.266845731292308
"WALKING_DOWNSTAIRS" 30 "time" "BodyGyroMag" "std" -0.208267542032258
"WALKING_UPSTAIRS" 30 "time" "BodyGyroMag" "std" -0.169293534323077
